Data Analysis Run
	ROI:	[2300 2900 1200 2000]
	ROIbox:	[ 2299.5  2899.5  1199.5  1999.5]
	SOI:	[2000 3200  800 2400]
	extent:	[ 1999.5  3199.5   799.5  2399.5]
	high:	255
	ind:	[ 300  900  400 1200]
	low:	15

Checking/finding image files...
Number of files found*:	801
Number of errors:      	3
*Excluding duplicates.

Errors:
run	key1	key2	start	stop	serial numumber	number found
1	room	main	67	73	67	0
1	cryo	main	121	129	125	0
2	grid	cryo	556	565	560	0
Run	Type	Set	Current	Serial Num.	Mean x	Std. Dev. x	Mean y	Std. Dev. y
1	cryo	main	0.29	130	2554.2855180578863	42.2562988658202	1511.134997356261	109.17262602922119
1	cryo	main	0.29	131	2556.494820644619	41.50409278069261	1510.8122754331296	110.40885422384642
1	cryo	main	0.29	132	2558.6095224439687	41.46186989017434	1509.318042100924	108.4028611048652
1	cryo	main	0.29	133	2541.4837924395983	43.55374413246993	1532.1538657387762	104.61207635296324
1	cryo	main	0.443	134	2553.3234563396923	41.32330342827683	1509.978178532958	109.1277820047103
1	cryo	main	0.443	135	2556.5105250219945	40.834956106192244	1511.6512316928013	109.77648196687497
1	cryo	main	0.443	136	2555.5984563826546	41.74121168976547	1510.990444424698	109.17446901235557
1	cryo	main	0.443	137	2556.279799171824	39.26678566889637	1506.3170941171877	110.80296863635218
1	cryo	main	0.443	138	2556.120103505556	39.442858596587456	1508.74919094922	110.89313077257306
1	cryo	main	0.524	139	2561.1873321387584	41.55356660614638	1514.429632164932	108.06482944459586
1	cryo	main	0.524	140	2559.5398123789832	40.27986055636938	1507.8110026369543	108.81225741478026
1	cryo	main	0.524	141	2560.8822388762133	40.45270756228793	1505.7390489750449	108.99274386244402
1	cryo	main	0.524	142	2554.986054206575	39.364040853644944	1517.5997942978554	105.3524607658745
1	cryo	main	0.524	143	2553.443067169442	42.88879581771651	1515.8226133763187	108.54738913965379
1	cryo	main	0.687	144	2551.641497913543	42.024246077230266	1516.9789873006123	109.51993538397396
1	cryo	main	0.687	145	2556.489147203387	40.69534215533103	1512.865981415707	109.97916846508447
1	cryo	main	0.687	146	2558.999671361811	40.44578322029725	1505.4362902006665	111.23511545402704
1	cryo	main	0.687	147	2557.543412190487	41.356880110364	1508.6518710524845	110.85314089965279
1	cryo	main	0.687	148	2554.590148077035	38.71119498318564	1518.593479083028	105.9111539907938
1	cryo	main	0.845	149	2561.4565581214692	41.25832962619449	1504.2615080566393	111.20641269131055
1	cryo	main	0.845	150	2554.4749011079334	39.6660834421084	1512.6373649331301	110.15072202786735
1	cryo	main	0.845	151	2558.45624623856	40.11254246113632	1512.015858576775	108.70134893563926
1	cryo	main	0.845	152	2561.1424820138222	39.264343061824384	1505.3158734906567	109.69902303887952
1	cryo	main	0.845	153	2562.603695235971	38.81288687840761	1510.410357069834	108.85838452141574
1	cryo	main	0.845	154	2560.695399230316	39.602266656122495	1509.208421454079	108.76653630970621
1	cryo	main	1.06	155	2563.562897138938	38.52411302546432	1496.059629382314	111.56838688168611
1	cryo	main	1.06	156	2564.6075851108444	39.334534009009126	1505.9626998550523	112.07816108603218
1	cryo	main	1.06	157	2561.4599908608566	38.86166259854917	1506.042690589221	110.49762103277041
1	cryo	main	1.06	158	2563.851415585529	38.47547532076619	1501.9711033114042	110.9130232856539
1	cryo	main	1.509	159	2568.4956819811664	38.399793033646304	1499.5950642511234	108.19285727097203
1	cryo	main	1.509	160	2565.8741622305097	37.27098120585283	1508.112181244052	107.44304803497063
1	cryo	main	1.509	161	2564.6763241910717	39.403474301883904	1506.2143828973246	111.0319238294459
1	cryo	main	1.509	162	2568.821241461828	37.95757012924706	1500.1067939454485	110.21443645775786
1	cryo	main	1.509	163	2564.835658606106	36.534102117479506	1500.5256616641568	109.0048854703264
1	cryo	main	1.509	164	2562.667436903356	39.6970378064144	1512.5909677560885	109.36735902927046
1	cryo	main	2.011	165	2567.2459486157213	36.60849408083216	1499.081531976494	109.69432770218997
1	cryo	main	2.011	166	2570.5434061739957	36.13380598576265	1494.5632001681176	110.86383772531241
1	cryo	main	2.011	167	2542.297201920487	50.59980531748546	1553.0828372693418	98.36192549981588
1	cryo	main	2.011	168	2567.948125255117	36.14372284268717	1501.2218438392908	108.30274070571801
1	cryo	main	2.011	169	2568.097075026811	36.88001096922392	1496.3785012266965	110.26663233448721
1	cryo	main	2.599	170	2570.583741691762	36.20313317827341	1493.6925538333082	108.26151917779157
1	cryo	main	2.599	171	2575.6088140230777	38.050821579848254	1492.9131024859785	109.40227132420127
1	cryo	main	2.599	172	2575.702186658001	35.2977222471524	1491.7500169245975	108.47231066500315
1	cryo	main	2.599	173	2573.6098326359834	36.8152236778527	1494.6257334199008	109.68414378285775
1	cryo	main	2.599	174	2569.2209407521464	37.45154415245242	1497.1801790197053	111.4537210875914
1	cryo	main	3.028	175	2578.0548638092614	35.182530001687596	1488.4948909352343	108.79094701846029
1	cryo	main	3.028	176	2576.526790916153	35.37246464220439	1497.034926202845	107.13628964847906
1	cryo	main	3.028	177	2579.483347972671	35.399360718116405	1491.8540948944653	107.67690789493514
1	cryo	main	3.028	178	2577.2455555653264	35.76112354371542	1493.5424511295387	110.74983419362304
1	cryo	main	3.028	179	2575.239375918651	36.013990151457804	1495.4240772415087	108.75788598251098
1	cryo	main	3.548	180	2583.466044281017	35.30474419606669	1488.6207569460296	108.1538237279807
1	cryo	main	3.548	181	2583.1899347966328	34.923856961502565	1489.7727478714273	107.01478094628821
1	cryo	main	3.548	182	2582.285173790605	35.891165402092184	1484.9650907264395	108.00000887043755
1	cryo	main	3.548	183	2580.42396398052	34.49180378896205	1488.8034234948761	107.12717973441274
1	cryo	main	3.548	184	2583.1691944343224	35.74858028309811	1491.182719948176	107.93365209569633
1	cryo	main	4.095	185	2582.071273535565	33.63472231573397	1480.7604384588562	106.87035123487072
1	cryo	main	4.095	186	2583.4802272331553	33.75451838510315	1481.5747266048656	108.7642677949031
1	cryo	main	4.095	187	2588.529076147547	34.453880918207766	1483.72355471807	105.37654829185469
1	cryo	main	4.095	188	2587.9364442885067	33.807641359219375	1481.8772645154543	106.1983379215809
1	cryo	main	4.095	189	2588.922449554907	33.944940181461064	1483.7176484311776	106.01148041760926
1	cryo	main	4.65	191	2588.480045858365	33.56241612444996	1480.325232784622	105.91926038253209
1	cryo	main	4.65	192	2591.112282864204	33.43471073361035	1481.2312263292572	106.65740210239764
1	cryo	main	4.65	193	2587.643471979775	33.935159436449865	1482.9492673551695	107.11992464007514
1	cryo	main	4.65	194	2591.995559330035	33.92509092086754	1486.361251625623	103.87138925605339
1	cryo	main	4.65	195	2586.456208712786	34.142345781955804	1485.0098141996439	106.40779534319385
1	cryo	main	4.966	196	2590.930006126935	34.49086173495694	1480.2319896488073	105.93537962102147
1	cryo	main	4.966	197	2595.876959852276	33.86562275416324	1480.2337467695902	104.60509689992548
1	cryo	main	4.966	198	2595.933165031705	34.30427221596284	1479.899421802471	104.4669994524201
1	cryo	main	4.966	199	2597.3117619379323	34.21934009382321	1479.8637928093979	104.34021836647467
1	cryo	main	4.966	200	2594.40656908174	33.70737865752546	1480.8007221693722	105.370677789507
2	room	pos main	0.0	219	2538.7996118562837	25.75412444055238	1505.97322337917	94.20290244070928
2	room	pos main	0.0	220	2540.6443467909053	25.19907482356249	1506.8836216398936	93.76443880300891
2	room	pos main	0.0	221	2540.145701876865	25.34783820240412	1508.3569721010579	94.72240467128137
2	room	pos main	0.0	222	2539.691498551665	25.214063764241928	1507.9246665685391	94.80754793683953
2	room	pos main	0.0	223	2537.507663827814	25.83150403905834	1505.9409100918613	94.874079806231
2	room	pos main	0.0	224	2539.294015743096	25.309530293582824	1506.5375164391771	94.41229312666229
2	room	pos main	0.049	225	2545.2493488934606	25.402246042905016	1505.793366430842	93.41199560284299
2	room	pos main	0.049	226	2547.782467170245	25.483687909395936	1500.6669999622527	91.61624588449806
2	room	pos main	0.049	227	2545.236563318994	25.498725586536178	1502.4081033522377	92.86239818727613
2	room	pos main	0.049	228	2540.3786972725466	25.26755027914315	1505.0015967736338	93.63579060296978
2	room	pos main	0.049	229	2541.5004838348937	25.17598413451505	1506.3593489681994	93.68955284140652
2	room	pos main	0.132	230	2543.4217262104075	25.66662826324718	1510.7604640293869	95.29544791001784
2	room	pos main	0.132	231	2542.3089770551514	25.234280651908207	1509.1933266299477	95.11406849929176
2	room	pos main	0.132	232	2544.231193084045	25.815433035298884	1508.3658357460683	94.35031534163151
2	room	pos main	0.132	233	2546.3044079149395	25.869169920461562	1507.8984528868664	93.9476027755744
2	room	pos main	0.132	234	2545.7355393914186	25.760920706676707	1506.2057008685942	93.92616774202017
2	room	pos main	0.207	235	2550.0878923635732	26.055833686334246	1508.4521770160352	93.31223725184624
2	room	pos main	0.207	236	2547.0107034923662	25.90491312350322	1508.4040893185775	93.97798199014996
2	room	pos main	0.207	237	2544.0019330836553	25.46707559238207	1510.601807830621	95.1317221939156
2	room	pos main	0.207	238	2545.1293735495565	25.433634563357494	1510.7478542255956	94.87238190644172
2	room	pos main	0.207	239	2547.053538410963	25.974439718588915	1508.9279066798863	94.52110204035291
2	room	pos main	0.384	240	2555.8155075265936	25.683879010552705	1514.9250423760263	94.71868317634588
2	room	pos main	0.384	241	2560.4563895757897	25.60252733096094	1508.4827172484925	91.61813886535516
2	room	pos main	0.384	242	2557.732954443726	25.776319619792645	1512.6775919528145	93.2122314255117
2	room	pos main	0.384	243	2560.36483390406	25.634601683991594	1511.5541181864714	92.09814181515374
2	room	pos main	0.384	244	2555.042337985791	25.599975247150397	1514.7852802190948	94.8916472916627
2	room	pos main	0.448	245	2556.6375002783147	25.902238693306145	1515.7389972627122	95.48842832396124
2	room	pos main	0.448	246	2564.0290386984057	25.39160521219935	1512.3503587059981	92.54199790995582
2	room	pos main	0.448	247	2565.347383865299	25.683083640171084	1511.3955871167923	91.89761623412244
2	room	pos main	0.448	248	2563.313472668556	25.619275814412074	1512.6030453217675	92.91143562192552
2	room	pos main	0.448	249	2563.7859694609824	25.749241891848566	1513.5409808723653	92.34541926100619
2	room	pos main	0.577	250	2572.848553444315	25.33734100542269	1515.2407081783047	92.48629848913237
2	room	pos main	0.577	251	2570.8760687234603	25.247741210885412	1516.8990361778542	92.54879942743145
2	room	pos main	0.577	252	2572.8219059029643	25.114653192516858	1516.7982996333349	92.84055880778573
2	room	pos main	0.577	253	2572.7546720232735	24.884772055096413	1517.7216673959356	92.52885705170236
2	room	pos main	0.577	254	2572.6241435457446	25.207117769341725	1515.9277287603838	92.4188449532765
2	room	pos main	0.748	255	2573.9043006017905	24.8960881031473	1525.1666636589164	96.86829154863018
2	room	pos main	0.748	256	2582.037714759462	23.94662623206783	1523.9956269182912	93.29130969319407
2	room	pos main	0.748	257	2579.519184168791	24.33367208103546	1521.9926982272077	93.38257060068851
2	room	pos main	0.748	258	2581.8225846377222	23.620377559932486	1519.7458211275884	92.42003435333646
2	room	pos main	0.748	259	2583.3649282058936	23.512678476143723	1522.7438627618744	92.69114980154403
2	room	pos main	0.885	260	2580.197639076668	23.90607516980211	1529.6274793174312	97.1533858969223
2	room	pos main	0.885	261	2587.673560839557	22.484463667450353	1527.3346135445688	94.34465870141929
2	room	pos main	0.885	262	2584.8292423793955	22.904438425708122	1532.5026527004454	96.19940379951504
2	room	pos main	0.885	263	2586.262145295047	22.64966852549863	1526.2308016307506	94.2096030750088
2	room	pos main	0.885	264	2585.393269442984	22.880686102323793	1526.6136825452813	95.01588096904055
2	room	pos main	0.958	265	2588.392192573632	21.96501171486516	1528.1245055953314	95.26823402435575
2	room	pos main	0.958	266	2589.998150237722	21.80673873553006	1528.6988053679836	94.15897035694178
2	room	pos main	0.958	267	2591.0904391470444	21.474372254932135	1527.2272980630516	94.77878368611145
2	room	pos main	0.958	268	2592.759761933502	20.85022925967427	1529.9870620943154	95.43934440021349
2	room	pos main	0.958	269	2588.086164029334	22.464197270752166	1530.0426243420216	95.955553649224
2	room	pos main	1.064	270	2591.494371746047	21.666536576012998	1535.8590426603203	97.93853106413188
2	room	pos main	1.064	271	2592.4035355012834	21.10703948676507	1536.5457501716326	97.93226021694453
2	room	pos main	1.064	272	2595.129068950872	20.439225076687237	1531.0246700055086	95.43997902154184
2	room	pos main	1.064	273	2596.1890632100426	19.9579139444453	1533.3381086893833	95.89775227346071
2	room	pos main	1.064	274	2593.963731899917	21.27221287403788	1534.0176610180745	96.04067077683513
2	room	pos main	1.169	275	2598.952280573587	19.460441539845682	1538.5222349900182	97.08402877139805
2	room	pos main	1.169	276	2599.5089243927027	19.466419783623994	1537.5404351210996	98.24685339552515
2	room	pos main	1.169	277	2597.3900107274	19.94837770741878	1540.129716858151	98.14426234996311
2	room	pos main	1.169	278	2596.8806564050733	20.300337478717356	1537.5563333331877	97.87451638188269
2	room	pos main	1.169	279	2598.6772938004806	19.43302978015985	1538.261009952213	97.10211169140457
2	room	pos main	1.298	280	2599.6030314698246	19.155889880544176	1543.0476012316983	99.85385905817893
2	room	pos main	1.298	281	2600.1371550227836	19.48809654387636	1543.800333641108	99.74513050716799
2	room	pos main	1.298	282	2603.4901363787812	19.06105661306721	1544.9022829371418	98.29839594772395
2	room	pos main	1.298	283	2600.873774193851	19.66037847447141	1543.2728061870396	98.87370756539744
2	room	pos main	1.298	284	2600.542436498167	19.53907618046472	1542.8197943650805	99.41778755143841
2	room	pos main	1.378	285	2602.052241184336	19.054317297013764	1545.8119449141404	100.03125072196615
2	room	pos main	1.378	286	2603.398651831133	19.014203680102323	1549.0887786046578	99.24048447961493
2	room	pos main	1.378	287	2604.432469073932	18.322184211317072	1543.6799978899057	99.58379016761293
2	room	pos main	1.378	288	2604.7180579261308	18.937808481228185	1542.4280778864636	100.23641279882018
2	room	pos main	1.378	289	2604.5206731442704	18.437345683434007	1550.398652784932	99.92424868186647
2	room	pos main	1.525	290	2607.299851142629	20.326606579586056	1555.1214342705393	100.62702632493773
2	room	pos main	1.525	291	2607.34762464703	21.07012681018207	1555.5826549962321	100.74910324973722
2	room	pos main	1.525	292	2608.2757385017217	22.47531175709292	1550.17687986635	100.09974723790961
2	room	pos main	1.525	293	2607.050604000875	20.592311538772737	1555.038181183438	100.21758007766196
2	room	pos main	1.525	294	2605.4673211372765	20.010457076920197	1552.3850494545961	99.8139198133995
2	room	pos main	1.627	295	2611.0331423493612	27.907887082456508	1554.6515481067788	100.41525219921806
2	room	pos main	1.627	296	2611.5538494475304	29.370319290924424	1552.9071208535033	97.02398883028454
2	room	pos main	1.627	297	2610.0724531859437	25.599901110511194	1560.4475571658318	99.52711000897528
2	room	pos main	1.627	298	2608.2806855647673	23.15106264090589	1557.1255895313827	99.98221574135866
2	room	pos main	1.627	299	2611.9763920311534	31.382048098142416	1549.2091851200362	99.7837037946306
2	room	pos main	1.772	300	2618.827944138282	58.37492494535548	1565.541708164575	107.1365706168473
2	room	pos main	1.772	301	2616.3047256168393	56.82385580225643	1555.7738487988477	97.4176084372221
2	room	pos main	1.772	302	2615.613180343626	52.80342437864065	1565.8539989587089	100.13956144060525
2	room	pos main	1.772	303	2611.6234029017264	34.461582501161274	1566.361416933218	98.98528829516808
2	room	pos main	1.772	304	2619.089377940064	68.52056482217277	1548.291391164183	111.23814081986752
2	room	pos main	1.875	305	2624.6380921860814	93.7523159891648	1577.024568712279	126.99280406912196
2	room	pos main	1.875	306	2641.2779000660357	123.90106560981766	1577.9593880695575	158.3116651310096
2	room	pos main	1.875	307	2634.584022729172	110.85560921994357	1601.3131110554023	149.93085221962744
2	room	pos main	1.875	308	2622.920895739421	100.89775869345252	1584.9393630943725	140.62539830556233
2	room	pos main	1.875	309	2618.2902415601684	68.19968629455055	1580.2181428676959	116.11124341918809
2	room	pos main	2.075	310	2658.130671506352	177.17379263851734	1643.6219859994815	206.4044957884075
2	room	pos main	2.075	311	2639.1398230088494	164.19649330643222	1629.9683628318585	193.12973222193452
2	room	pos main	2.075	312	2635.9818507730224	185.4655837446239	1648.2460228545822	187.23396923434163
2	room	pos main	2.075	313	2661.0412070759626	167.9858387080616	1629.0287200832465	193.1916702231939
2	room	pos main	2.075	314	2635.1258092360813	167.47789401419138	1625.3120414328873	186.56255208694301
2	room	neg main	0.0	422	2558.4924230299234	46.109613339584314	1524.668886688154	95.71294469875147
2	room	neg main	0.0	423	2557.641245577837	46.124472160940655	1523.0314906491992	95.62340041145359
2	room	neg main	0.0	424	2556.5843868433367	46.046491971122215	1525.033039006626	95.70137980811795
2	room	neg main	0.0	425	2555.3177270149895	46.48570865218592	1525.723809117013	96.48562452216409
2	room	neg main	0.0	426	2557.818245854934	46.109507014545486	1529.0416628470925	96.50515318838256
2	room	neg main	0.0	427	2557.9900363318843	45.8775489886297	1525.174916410536	95.60544210941111
2	room	neg main	0.0	428	2560.314456804611	45.28594725374637	1525.967451339883	94.94845573327625
2	room	neg main	0.0	429	2561.188798532789	45.123164263299195	1523.5037119504907	94.5489184561143
2	room	neg main	-0.249	430	2553.7168040704864	44.401192842993616	1522.0329902906656	93.6127735494783
2	room	neg main	-0.249	431	2553.7465492697766	44.419754081750575	1520.6515196846512	93.29010954053676
2	room	neg main	-0.249	432	2553.5754037713136	44.43397233953686	1521.2156178590883	93.39713573167104
2	room	neg main	-0.249	433	2548.178220348904	45.15300393952301	1528.5207491099577	96.71951720470948
2	room	neg main	-0.249	434	2551.2297376979795	44.66931841001368	1523.2272789955946	94.22282969015441
2	room	neg main	-0.751	440	2512.673626668101	44.111732063762176	1517.8741129945276	98.02952989037642
2	room	neg main	-0.751	441	2509.0625591989588	44.98208057012298	1520.1835450843155	100.52941153130986
2	room	neg main	-0.751	442	2514.1229057262194	43.352715353585516	1519.257189356013	97.64637802919685
2	room	neg main	-0.751	443	2514.054882148122	43.4560539256364	1518.3881357798678	97.50131608617272
2	room	neg main	-0.751	444	2507.4994828916683	43.439768787468346	1520.3155495470312	99.74708480370161
2	room	neg main	-0.751	445	2511.941915040149	43.36008676454863	1522.1173876542791	99.13023844274936
2	room	neg main	-1.001	446	2494.4570094480596	42.31024999117723	1516.7146122922347	100.14253709124206
2	room	neg main	-1.001	447	2493.748436305784	41.97886194386798	1518.178360647119	100.63224076101683
2	room	neg main	-1.001	448	2496.55631814246	41.819880366898715	1517.3817607358633	99.33027908504266
2	room	neg main	-1.001	449	2494.494184793218	41.14643612379093	1517.7409094940556	99.80326649110299
2	room	neg main	-1.001	450	2492.2523447249205	41.140729639838995	1514.0869094793986	99.69373810212346
2	room	neg main	-1.25	451	2476.3721019372897	39.8692319092294	1511.8725030222683	100.66705898407064
2	room	neg main	-1.25	452	2478.1423020932684	38.78353213172227	1511.684964144958	99.89913047618985
2	room	neg main	-1.25	453	2472.992678339367	39.48991685549151	1514.1532333147684	102.00955756927742
2	room	neg main	-1.25	454	2471.83431572915	39.83403748482775	1510.3937376150463	101.81339144611466
